1.0C_Dch_Tmax,1.0C_Dch_Capacity,1.0C_Dch_duration,2.0C_Dch_Tmax,2.0C_Dch_Capacity,2.0C_Dch_duration,standard_dch_cycle_capacity,DCIR_1s,DCIR_SOC_1s,DCIR_2s,DCIR_SOC_2s,DCIR_4s,DCIR_SOC_4s,pulse_relaxation_timeseries,pOCV_timeseries
,,,,,,,,,,,,,,4.1366
,,,,,,,,,,,,,,4.1364
,,,,,,,,,,,,,,4.1364
,,,,,,,,,,,,,,4.1366
,,,,,,,,,,,,,,4.1364
,,,,,,,,,,,,,,4.1362
,,,,,,,,,,,,,,4.1366
,,,,,,,,,,,,,,4.1364
,,,,,,,,,,,,,,4.1364
,,,,,,,,,,,,,,4.136
,,,,,,,,,,,,,,4.1362
,,,,,,,,,,,,,,4.136
,,,,,,,,,,,,,,4.136
,,,,,,,,,,,,,,4.1362
,,,,,,,,,,,,,,4.136
,,,,,,,,,,,,,,4.1358
,,,,,,,,,,,,,,4.136
,,,,,,,,,,,,,,4.1356
,,,,,,,,,,,,,,4.1356
,,,,,,,,,,,,,,4.1358
,,,,,,,,,,,,,,4.1356
,,,,,,,,,,,,,,4.1358
,,,,,,,,,,,,,,4.1356
,,,,,,,,,,,,,,4.1356
,,,,,,,,,,,,,,4.1358
,,,,,,,,,,,,,,4.1356
,,,,,,,,,,,,,,4.1358
,,,,,,,,,,,,,,4.1354
,,,,,,,,,,,,,,4.135
,,,,,,,,,,,,,,4.1354
,,,,,,,,,,,,,,4.1352
,,,,,,,,,,,,,,4.1354
,,,,,,,,,,,,,,4.1354
,,,,,,,,,,,,,,4.1352
,,,,,,,,,,,,,,4.1354
,,,,,,,,,,,,,,4.1348
,,,,,,,,,,,,,,4.1346
,,,,,,,,,,,,,,4.1348
,,,,,,,,,,,,,,4.1348
,,,,,,,,,,,,,,4.1346
,,,,,,,,,,,,,,4.1348
,,,,,,,,,,,,,,4.1348
,,,,,,,,,,,,,,4.1346
,,,,,,,,,,,,,,4.1348
,,,,,,,,,,,,,,4.1348
,,,,,,,,,,,,,,4.1346
,,,,,,,,,,,,,,4.1346
,,,,,,,,,,,,,,4.1346
,,,,,,,,,,,,,,4.1346
,,,,,,,,,,,,,,4.1346
,,,,,,,,,,,,,,4.1346
,,,,,,,,,,,,,,4.1344
,,,,,,,,,,,,,,4.1344
,,,,,,,,,,,,,,4.1342
,,,,,,,,,,,,,,4.1342
,,,,,,,,,,,,,,4.134
,,,,,,,,,,,,,,4.1342
,,,,,,,,,,,,,,4.1346
,,,,,,,,,,,,,,4.1342
,,,,,,,,,,,,,,4.1342
,,,,,,,,,,,,,,4.1344
,,,,,,,,,,,,,,4.1342
,,,,,,,,,,,,,,4.1338
,,,,,,,,,,,,,,4.1338
,,,,,,,,,,,,,,4.1338
,,,,,,,,,,,,,,4.134
,,,,,,,,,,,,,,4.134
,,,,,,,,,,,,,,4.134
,,,,,,,,,,,,,,4.134
,,,,,,,,,,,,,,4.1336
,,,,,,,,,,,,,,4.1336
,,,,,,,,,,,,,,4.1334
,,,,,,,,,,,,,,4.1336
,,,,,,,,,,,,,,4.1334
,,,,,,,,,,,,,,4.1336
,,,,,,,,,,,,,,4.1334
,,,,,,,,,,,,,,4.1334
,,,,,,,,,,,,,,4.1332
,,,,,,,,,,,,,,4.1332
,,,,,,,,,,,,,,4.1332
,,,,,,,,,,,,,,4.1332
,,,,,,,,,,,,,,4.1332
,,,,,,,,,,,,,,4.133
,,,,,,,,,,,,,,4.1328
,,,,,,,,,,,,,,4.1332
,,,,,,,,,,,,,,4.133
,,,,,,,,,,,,,,4.1328
,,,,,,,,,,,,,,4.1328
,,,,,,,,,,,,,,4.133
,,,,,,,,,,,,,,4.1328
,,,,,,,,,,,,,,4.1328
,,,,,,,,,,,,,,4.1328
,,,,,,,,,,,,,,4.1328
,,,,,,,,,,,,,,4.1328
,,,,,,,,,,,,,,4.1326
,,,,,,,,,,,,,,4.1324
,,,,,,,,,,,,,,4.1324
,,,,,,,,,,,,,,4.1324
,,,,,,,,,,,,,,4.1324
,,,,,,,,,,,,,,4.1324
,,,,,,,,,,,,,,4.1324
,,,,,,,,,,,,,,4.1324
,,,,,,,,,,,,,,4.1324
,,,,,,,,,,,,,,4.1324
,,,,,,,,,,,,,,4.1322
,,,,,,,,,,,,,,4.1322
,,,,,,,,,,,,,,4.1324
,,,,,,,,,,,,,,4.1322
,,,,,,,,,,,,,,4.1322
,,,,,,,,,,,,,,4.1322
,,,,,,,,,,,,,,4.132
,,,,,,,,,,,,,,4.1318
,,,,,,,,,,,,,,4.1318
,,,,,,,,,,,,,,4.132
,,,,,,,,,,,,,,4.1318
,,,,,,,,,,,,,,4.1318
,,,,,,,,,,,,,,4.1318
,,,,,,,,,,,,,,4.1318
,,,,,,,,,,,,,,4.1312
,,,,,,,,,,,,,,4.1314
,,,,,,,,,,,,,,4.1316
,,,,,,,,,,,,,,4.1314
,,,,,,,,,,,,,,4.1312
,,,,,,,,,,,,,,4.1314
,,,,,,,,,,,,,,4.1316
,,,,,,,,,,,,,,4.1312
,,,,,,,,,,,,,,4.1312
,,,,,,,,,,,,,,4.1312
,,,,,,,,,,,,,,4.1312
,,,,,,,,,,,,,,4.131
,,,,,,,,,,,,,,4.1312
,,,,,,,,,,,,,,4.131
,,,,,,,,,,,,,,4.131
,,,,,,,,,,,,,,4.1312
,,,,,,,,,,,,,,4.131
,,,,,,,,,,,,,,4.131
,,,,,,,,,,,,,,4.1312
,,,,,,,,,,,,,,4.131
,,,,,,,,,,,,,,4.1308
,,,,,,,,,,,,,,4.1308
,,,,,,,,,,,,,,4.1308
,,,,,,,,,,,,,,4.1308
,,,,,,,,,,,,,,4.1308
,,,,,,,,,,,,,,4.1306
,,,,,,,,,,,,,,4.1304
,,,,,,,,,,,,,,4.1306
,,,,,,,,,,,,,,4.1306
,,,,,,,,,,,,,,4.1306
,,,,,,,,,,,,,,4.1304
,,,,,,,,,,,,,,4.1302
,,,,,,,,,,,,,,4.1302
,,,,,,,,,,,,,,4.1302
,,,,,,,,,,,,,,4.1304
,,,,,,,,,,,,,,4.1302
,,,,,,,,,,,,,,4.13
,,,,,,,,,,,,,,4.1302
,,,,,,,,,,,,,,4.1302
,,,,,,,,,,,,,,4.1302
,,,,,,,,,,,,,,4.1302
,,,,,,,,,,,,,,4.1302
,,,,,,,,,,,,,,4.13
,,,,,,,,,,,,,,4.13
,,,,,,,,,,,,,,4.1298
,,,,,,,,,,,,,,4.1296
,,,,,,,,,,,,,,4.1296
,,,,,,,,,,,,,,4.1298
,,,,,,,,,,,,,,4.1298
,,,,,,,,,,,,,,4.1298
,,,,,,,,,,,,,,4.1298
,,,,,,,,,,,,,,4.1298
,,,,,,,,,,,,,,4.1296
,,,,,,,,,,,,,,4.1298
,,,,,,,,,,,,,,4.1294
,,,,,,,,,,,,,,4.1296
,,,,,,,,,,,,,,4.1296
,,,,,,,,,,,,,,4.1292
,,,,,,,,,,,,,,4.1292
,,,,,,,,,,,,,,4.129
,,,,,,,,,,,,,,4.1292
,,,,,,,,,,,,,,4.129
,,,,,,,,,,,,,,4.129
,,,,,,,,,,,,,,4.1288
,,,,,,,,,,,,,,4.129
,,,,,,,,,,,,,,4.129
,,,,,,,,,,,,,,4.1292
,,,,,,,,,,,,,,4.129
,,,,,,,,,,,,,,4.1288
,,,,,,,,,,,,,,4.1288
,,,,,,,,,,,,,,4.1288
,,,,,,,,,,,,,,4.1288
,,,,,,,,,,,,,,4.1288
,,,,,,,,,,,,,,4.1288
,,,,,,,,,,,,,,4.1288
,,,,,,,,,,,,,,4.1292
,,,,,,,,,,,,,,4.1288
,,,,,,,,,,,,,,4.1284
,,,,,,,,,,,,,,4.1284
,,,,,,,,,,,,,,4.1286
,,,,,,,,,,,,,,4.1286
,,,,,,,,,,,,,,4.1284
,,,,,,,,,,,,,,4.1288
,,,,,,,,,,,,,,4.1284
,,,,,,,,,,,,,,4.1284
,,,,,,,,,,,,,,4.1284
,,,,,,,,,,,,,,4.1282
,,,,,,,,,,,,,,4.1282
,,,,,,,,,,,,,,4.1284
,,,,,,,,,,,,,,4.1282
,,,,,,,,,,,,,,4.128
,,,,,,,,,,,,,,4.1282
,,,,,,,,,,,,,,4.1282
,,,,,,,,,,,,,,4.1282
,,,,,,,,,,,,,,4.128
,,,,,,,,,,,,,,4.1278
,,,,,,,,,,,,,,4.128
,,,,,,,,,,,,,,4.1278
,,,,,,,,,,,,,,4.1276
,,,,,,,,,,,,,,4.128
,,,,,,,,,,,,,,4.1278
,,,,,,,,,,,,,,4.1278
,,,,,,,,,,,,,,4.1276
,,,,,,,,,,,,,,4.1274
,,,,,,,,,,,,,,4.1274
,,,,,,,,,,,,,,4.1274
,,,,,,,,,,,,,,4.1274
,,,,,,,,,,,,,,4.1276
,,,,,,,,,,,,,,4.1274
,,,,,,,,,,,,,,4.1276
,,,,,,,,,,,,,,4.1278
,,,,,,,,,,,,,,4.1276
,,,,,,,,,,,,,,4.1274
,,,,,,,,,,,,,,4.1274
,,,,,,,,,,,,,,4.127
,,,,,,,,,,,,,,4.127
,,,,,,,,,,,,,,4.127
,,,,,,,,,,,,,,4.1272
,,,,,,,,,,,,,,4.1272
,,,,,,,,,,,,,,4.1272
,,,,,,,,,,,,,,4.127
,,,,,,,,,,,,,,4.127
,,,,,,,,,,,,,,4.127
,,,,,,,,,,,,,,4.127
,,,,,,,,,,,,,,4.1268
,,,,,,,,,,,,,,4.1268
,,,,,,,,,,,,,,4.1268
,,,,,,,,,,,,,,4.1268
,,,,,,,,,,,,,,4.1266
,,,,,,,,,,,,,,4.1266
,,,,,,,,,,,,,,4.1266
,,,,,,,,,,,,,,4.1266
,,,,,,,,,,,,,,4.1266
,,,,,,,,,,,,,,4.1266
,,,,,,,,,,,,,,4.1266
,,,,,,,,,,,,,,4.1266
,,,,,,,,,,,,,,4.1266
,,,,,,,,,,,,,,4.1264
,,,,,,,,,,,,,,4.1262
,,,,,,,,,,,,,,4.1264
,,,,,,,,,,,,,,4.1262
,,,,,,,,,,,,,,4.1264
,,,,,,,,,,,,,,4.1262
,,,,,,,,,,,,,,4.1264
,,,,,,,,,,,,,,4.1262
,,,,,,,,,,,,,,4.126
,,,,,,,,,,,,,,4.126
,,,,,,,,,,,,,,4.1262
,,,,,,,,,,,,,,4.1262
,,,,,,,,,,,,,,4.1262
,,,,,,,,,,,,,,4.1262
,,,,,,,,,,,,,,4.1258
,,,,,,,,,,,,,,4.1258
,,,,,,,,,,,,,,4.1258
,,,,,,,,,,,,,,4.126
,,,,,,,,,,,,,,4.1256
,,,,,,,,,,,,,,4.1256
,,,,,,,,,,,,,,4.1256
,,,,,,,,,,,,,,4.1256
,,,,,,,,,,,,,,4.1256
,,,,,,,,,,,,,,4.1256
,,,,,,,,,,,,,,4.1254
,,,,,,,,,,,,,,4.1256
,,,,,,,,,,,,,,4.1254
,,,,,,,,,,,,,,4.1256
,,,,,,,,,,,,,,4.1252
,,,,,,,,,,,,,,4.1256
,,,,,,,,,,,,,,4.1254
,,,,,,,,,,,,,,4.1254
,,,,,,,,,,,,,,4.1254
,,,,,,,,,,,,,,4.1254
,,,,,,,,,,,,,,4.1254
,,,,,,,,,,,,,,4.1254
,,,,,,,,,,,,,,4.1252
,,,,,,,,,,,,,,4.1252
,,,,,,,,,,,,,,4.1254
,,,,,,,,,,,,,,4.1252
,,,,,,,,,,,,,,4.1252
,,,,,,,,,,,,,,4.125
,,,,,,,,,,,,,,4.1248
,,,,,,,,,,,,,,4.1246
,,,,,,,,,,,,,,4.1246
,,,,,,,,,,,,,,4.1246
,,,,,,,,,,,,,,4.1248
,,,,,,,,,,,,,,4.1246
,,,,,,,,,,,,,,4.1246
,,,,,,,,,,,,,,4.125
,,,,,,,,,,,,,,4.1246
,,,,,,,,,,,,,,4.1246
,,,,,,,,,,,,,,4.1246
,,,,,,,,,,,,,,4.1248
,,,,,,,,,,,,,,4.1246
,,,,,,,,,,,,,,4.1242
,,,,,,,,,,,,,,4.1244
,,,,,,,,,,,,,,4.1246
,,,,,,,,,,,,,,4.1246
,,,,,,,,,,,,,,4.1246
,,,,,,,,,,,,,,4.1244
,,,,,,,,,,,,,,4.124
,,,,,,,,,,,,,,4.1244
,,,,,,,,,,,,,,4.1242
,,,,,,,,,,,,,,4.1242
,,,,,,,,,,,,,,4.124
,,,,,,,,,,,,,,4.124
,,,,,,,,,,,,,,4.124
,,,,,,,,,,,,,,4.124
,,,,,,,,,,,,,,4.1238
,,,,,,,,,,,,,,4.1242
,,,,,,,,,,,,,,4.124
,,,,,,,,,,,,,,4.1238
,,,,,,,,,,,,,,4.124
,,,,,,,,,,,,,,4.124
,,,,,,,,,,,,,,4.1238
,,,,,,,,,,,,,,4.1238
,,,,,,,,,,,,,,4.1234
,,,,,,,,,,,,,,4.1238
,,,,,,,,,,,,,,4.1236
,,,,,,,,,,,,,,4.1236
,,,,,,,,,,,,,,4.1238
,,,,,,,,,,,,,,4.1234
,,,,,,,,,,,,,,4.1234
,,,,,,,,,,,,,,4.1234
,,,,,,,,,,,,,,4.1234
,,,,,,,,,,,,,,4.1234
,,,,,,,,,,,,,,4.1234
,,,,,,,,,,,,,,4.1234
,,,,,,,,,,,,,,4.1234
,,,,,,,,,,,,,,4.1234
,,,,,,,,,,,,,,4.1232
,,,,,,,,,,,,,,4.1232
,,,,,,,,,,,,,,4.1234
,,,,,,,,,,,,,,4.1234
,,,,,,,,,,,,,,4.1232
,,,,,,,,,,,,,,4.123
,,,,,,,,,,,,,,4.1228
,,,,,,,,,,,,,,4.123
,,,,,,,,,,,,,,4.123
,,,,,,,,,,,,,,4.1232
,,,,,,,,,,,,,,4.123
,,,,,,,,,,,,,,4.1232
,,,,,,,,,,,,,,4.123
,,,,,,,,,,,,,,4.1232
,,,,,,,,,,,,,,4.123
,,,,,,,,,,,,,,4.123
,,,,,,,,,,,,,,4.123
,,,,,,,,,,,,,,4.1228
,,,,,,,,,,,,,,4.1224
,,,,,,,,,,,,,,4.1226
,,,,,,,,,,,,,,4.1226
,,,,,,,,,,,,,,4.1226
,,,,,,,,,,,,,,4.1226
,,,,,,,,,,,,,,4.1226
,,,,,,,,,,,,,,4.1224
,,,,,,,,,,,,,,4.1222
,,,,,,,,,,,,,,4.1226
,,,,,,,,,,,,,,4.1224
,,,,,,,,,,,,,,4.1224
,,,,,,,,,,,,,,4.1226
,,,,,,,,,,,,,,4.1224
,,,,,,,,,,,,,,4.122
,,,,,,,,,,,,,,4.1218
,,,,,,,,,,,,,,4.122
,,,,,,,,,,,,,,4.1226
,,,,,,,,,,,,,,4.1222
,,,,,,,,,,,,,,4.1218
,,,,,,,,,,,,,,4.122
,,,,,,,,,,,,,,4.1218
,,,,,,,,,,,,,,4.122
,,,,,,,,,,,,,,4.122
,,,,,,,,,,,,,,4.122
,,,,,,,,,,,,,,4.122
,,,,,,,,,,,,,,4.1218
,,,,,,,,,,,,,,4.1218
,,,,,,,,,,,,,,4.1218
,,,,,,,,,,,,,,4.1218
,,,,,,,,,,,,,,4.1218
,,,,,,,,,,,,,,4.1216
,,,,,,,,,,,,,,4.1218
,,,,,,,,,,,,,,4.1216
,,,,,,,,,,,,,,4.1212
,,,,,,,,,,,,,,4.1216
,,,,,,,,,,,,,,4.1218
,,,,,,,,,,,,,,4.1218
,,,,,,,,,,,,,,4.1214
,,,,,,,,,,,,,,4.1214
,,,,,,,,,,,,,,4.1214
,,,,,,,,,,,,,,4.1218
,,,,,,,,,,,,,,4.1214
,,,,,,,,,,,,,,4.1214
,,,,,,,,,,,,,,4.1212
,,,,,,,,,,,,,,4.1212
,,,,,,,,,,,,,,4.1212
,,,,,,,,,,,,,,4.121
,,,,,,,,,,,,,,4.121
,,,,,,,,,,,,,,4.1208
,,,,,,,,,,,,,,4.1212
,,,,,,,,,,,,,,4.1212
,,,,,,,,,,,,,,4.121
,,,,,,,,,,,,,,4.121
,,,,,,,,,,,,,,4.1212
,,,,,,,,,,,,,,4.121
,,,,,,,,,,,,,,4.121
,,,,,,,,,,,,,,4.121
,,,,,,,,,,,,,,4.1206
,,,,,,,,,,,,,,4.121
,,,,,,,,,,,,,,4.1208
,,,,,,,,,,,,,,4.1208
,,,,,,,,,,,,,,4.1208
,,,,,,,,,,,,,,4.121
,,,,,,,,,,,,,,4.121
,,,,,,,,,,,,,,4.1206
,,,,,,,,,,,,,,4.1206
,,,,,,,,,,,,,,4.1206
,,,,,,,,,,,,,,4.1206
,,,,,,,,,,,,,,4.1206
,,,,,,,,,,,,,,4.1204
,,,,,,,,,,,,,,4.1206
,,,,,,,,,,,,,,4.1206
,,,,,,,,,,,,,,4.1204
,,,,,,,,,,,,,,4.1202
,,,,,,,,,,,,,,4.1204
,,,,,,,,,,,,,,4.1202
,,,,,,,,,,,,,,4.1202
,,,,,,,,,,,,,,4.1202
,,,,,,,,,,,,,,4.12
,,,,,,,,,,,,,,4.12
,,,,,,,,,,,,,,4.12
,,,,,,,,,,,,,,4.1202
,,,,,,,,,,,,,,4.1198
,,,,,,,,,,,,,,4.12
,,,,,,,,,,,,,,4.12
,,,,,,,,,,,,,,4.1198
,,,,,,,,,,,,,,4.1198
,,,,,,,,,,,,,,4.1198
,,,,,,,,,,,,,,4.1198
,,,,,,,,,,,,,,4.1198
,,,,,,,,,,,,,,4.1198
,,,,,,,,,,,,,,4.1198
,,,,,,,,,,,,,,4.1196
,,,,,,,,,,,,,,4.1196
,,,,,,,,,,,,,,4.1198
,,,,,,,,,,,,,,4.1196
,,,,,,,,,,,,,,4.1196
,,,,,,,,,,,,,,4.1196
,,,,,,,,,,,,,,4.12
,,,,,,,,,,,,,,4.1196
,,,,,,,,,,,,,,4.1194
,,,,,,,,,,,,,,4.1194
,,,,,,,,,,,,,,4.1194
,,,,,,,,,,,,,,4.1192
,,,,,,,,,,,,,,4.1192
,,,,,,,,,,,,,,4.119
,,,,,,,,,,,,,,4.1192
,,,,,,,,,,,,,,4.1194
,,,,,,,,,,,,,,4.1192
,,,,,,,,,,,,,,4.1192
,,,,,,,,,,,,,,4.119
,,,,,,,,,,,,,,4.1192
,,,,,,,,,,,,,,4.1188
,,,,,,,,,,,,,,4.119
,,,,,,,,,,,,,,4.1192
,,,,,,,,,,,,,,4.119
,,,,,,,,,,,,,,4.119
,,,,,,,,,,,,,,4.119
,,,,,,,,,,,,,,4.1188
,,,,,,,,,,,,,,4.1188
,,,,,,,,,,,,,,4.1188
,,,,,,,,,,,,,,4.1188
,,,,,,,,,,,,,,4.1188
,,,,,,,,,,,,,,4.1184
,,,,,,,,,,,,,,4.1188
,,,,,,,,,,,,,,4.1186
,,,,,,,,,,,,,,4.1184
,,,,,,,,,,,,,,4.1188
,,,,,,,,,,,,,,4.1184
,,,,,,,,,,,,,,4.1184
,,,,,,,,,,,,,,4.1184
,,,,,,,,,,,,,,4.1184
,,,,,,,,,,,,,,4.1184
,,,,,,,,,,,,,,4.1184
,,,,,,,,,,,,,,4.1182
,,,,,,,,,,,,,,4.1184
,,,,,,,,,,,,,,4.1184
,,,,,,,,,,,,,,4.1182
,,,,,,,,,,,,,,4.1184
,,,,,,,,,,,,,,4.1182
,,,,,,,,,,,,,,4.1182
,,,,,,,,,,,,,,4.1184
,,,,,,,,,,,,,,4.1182
,,,,,,,,,,,,,,4.1184
,,,,,,,,,,,,,,4.118
,,,,,,,,,,,,,,4.1182
,,,,,,,,,,,,,,4.118
,,,,,,,,,,,,,,4.118
,,,,,,,,,,,,,,4.1178
,,,,,,,,,,,,,,4.1182
,,,,,,,,,,,,,,4.118
,,,,,,,,,,,,,,4.1178
,,,,,,,,,,,,,,4.118
,,,,,,,,,,,,,,4.118
,,,,,,,,,,,,,,4.1176
,,,,,,,,,,,,,,4.1176
,,,,,,,,,,,,,,4.1178
,,,,,,,,,,,,,,4.1176
,,,,,,,,,,,,,,4.1176
,,,,,,,,,,,,,,4.1176
,,,,,,,,,,,,,,4.118
,,,,,,,,,,,,,,4.1178
,,,,,,,,,,,,,,4.1176
,,,,,,,,,,,,,,4.1176
,,,,,,,,,,,,,,4.1174
,,,,,,,,,,,,,,4.1176
,,,,,,,,,,,,,,4.1178
,,,,,,,,,,,,,,4.1176
,,,,,,,,,,,,,,4.1176
,,,,,,,,,,,,,,4.1176
,,,,,,,,,,,,,,4.1174
,,,,,,,,,,,,,,4.1174
,,,,,,,,,,,,,,4.1176
,,,,,,,,,,,,,,4.1172
,,,,,,,,,,,,,,4.1172
,,,,,,,,,,,,,,4.1172
,,,,,,,,,,,,,,4.117
,,,,,,,,,,,,,,4.1172
,,,,,,,,,,,,,,4.1176
,,,,,,,,,,,,,,4.1172
,,,,,,,,,,,,,,4.1172
,,,,,,,,,,,,,,4.117
,,,,,,,,,,,,,,4.117
,,,,,,,,,,,,,,4.117
,,,,,,,,,,,,,,4.1166
,,,,,,,,,,,,,,4.117
,,,,,,,,,,,,,,4.117
,,,,,,,,,,,,,,4.117
,,,,,,,,,,,,,,4.117
,,,,,,,,,,,,,,4.117
,,,,,,,,,,,,,,4.117
,,,,,,,,,,,,,,4.1168
,,,,,,,,,,,,,,4.1166
,,,,,,,,,,,,,,4.1168
,,,,,,,,,,,,,,4.1164
,,,,,,,,,,,,,,4.1166
,,,,,,,,,,,,,,4.1168
,,,,,,,,,,,,,,4.1168
,,,,,,,,,,,,,,4.1168
,,,,,,,,,,,,,,4.1164
,,,,,,,,,,,,,,4.1164
,,,,,,,,,,,,,,4.1164
,,,,,,,,,,,,,,4.1166
,,,,,,,,,,,,,,4.1164
,,,,,,,,,,,,,,4.1166
,,,,,,,,,,,,,,4.1164
,,,,,,,,,,,,,,4.1168
,,,,,,,,,,,,,,4.1166
,,,,,,,,,,,,,,4.1164
,,,,,,,,,,,,,,4.1164
,,,,,,,,,,,,,,4.1164
,,,,,,,,,,,,,,4.1164
,,,,,,,,,,,,,,4.1166
,,,,,,,,,,,,,,4.1164
,,,,,,,,,,,,,,4.1162
,,,,,,,,,,,,,,4.1162
,,,,,,,,,,,,,,4.116
,,,,,,,,,,,,,,4.1162
,,,,,,,,,,,,,,4.116
,,,,,,,,,,,,,,4.1158
,,,,,,,,,,,,,,4.1158
,,,,,,,,,,,,,,4.116
,,,,,,,,,,,,,,4.1158
,,,,,,,,,,,,,,4.1158
,,,,,,,,,,,,,,4.1158
,,,,,,,,,,,,,,4.1158
,,,,,,,,,,,,,,4.1156
,,,,,,,,,,,,,,4.1156
,,,,,,,,,,,,,,4.1156
,,,,,,,,,,,,,,4.1156
,,,,,,,,,,,,,,4.1156
,,,,,,,,,,,,,,4.1158
,,,,,,,,,,,,,,4.1156
,,,,,,,,,,,,,,4.1156
,,,,,,,,,,,,,,4.1158
,,,,,,,,,,,,,,4.1156
,,,,,,,,,,,,,,4.1156
,,,,,,,,,,,,,,4.1152
,,,,,,,,,,,,,,4.1154
,,,,,,,,,,,,,,4.1154
,,,,,,,,,,,,,,4.1152
,,,,,,,,,,,,,,4.1152
,,,,,,,,,,,,,,4.1152
,,,,,,,,,,,,,,4.1154
,,,,,,,,,,,,,,4.1154
,,,,,,,,,,,,,,4.1152
,,,,,,,,,,,,,,4.1152
,,,,,,,,,,,,,,4.1152
,,,,,,,,,,,,,,4.115
,,,,,,,,,,,,,,4.1152
,,,,,,,,,,,,,,4.1152
,,,,,,,,,,,,,,4.115
,,,,,,,,,,,,,,4.1152
,,,,,,,,,,,,,,4.115
,,,,,,,,,,,,,,4.1152
,,,,,,,,,,,,,,4.1148
,,,,,,,,,,,,,,4.115
,,,,,,,,,,,,,,4.115
,,,,,,,,,,,,,,4.1146
,,,,,,,,,,,,,,4.115
,,,,,,,,,,,,,,4.115
,,,,,,,,,,,,,,4.1152
,,,,,,,,,,,,,,4.1148
,,,,,,,,,,,,,,4.1148
,,,,,,,,,,,,,,4.1146
,,,,,,,,,,,,,,4.1146
,,,,,,,,,,,,,,4.1146
,,,,,,,,,,,,,,4.1146
,,,,,,,,,,,,,,4.1146
,,,,,,,,,,,,,,4.1144
,,,,,,,,,,,,,,4.1144
,,,,,,,,,,,,,,4.1144
,,,,,,,,,,,,,,4.1144
,,,,,,,,,,,,,,4.1142
,,,,,,,,,,,,,,4.1142
,,,,,,,,,,,,,,4.1146
,,,,,,,,,,,,,,4.1144
,,,,,,,,,,,,,,4.1142
,,,,,,,,,,,,,,4.114
,,,,,,,,,,,,,,4.1142
,,,,,,,,,,,,,,4.1144
,,,,,,,,,,,,,,4.1142
,,,,,,,,,,,,,,4.1142
,,,,,,,,,,,,,,4.1142
,,,,,,,,,,,,,,4.1142
,,,,,,,,,,,,,,4.1142
,,,,,,,,,,,,,,4.1142
,,,,,,,,,,,,,,4.1138
,,,,,,,,,,,,,,4.1138
,,,,,,,,,,,,,,4.1142
,,,,,,,,,,,,,,4.114
,,,,,,,,,,,,,,4.1142
,,,,,,,,,,,,,,4.114
,,,,,,,,,,,,,,4.114
,,,,,,,,,,,,,,4.114
,,,,,,,,,,,,,,4.1136
,,,,,,,,,,,,,,4.1138
,,,,,,,,,,,,,,4.1138
,,,,,,,,,,,,,,4.114
,,,,,,,,,,,,,,4.1138
,,,,,,,,,,,,,,4.1136
,,,,,,,,,,,,,,4.1136
,,,,,,,,,,,,,,4.1136
,,,,,,,,,,,,,,4.1138
,,,,,,,,,,,,,,4.1138
,,,,,,,,,,,,,,4.1138
,,,,,,,,,,,,,,4.1136
,,,,,,,,,,,,,,4.1136
,,,,,,,,,,,,,,4.1138
,,,,,,,,,,,,,,4.1136
,,,,,,,,,,,,,,4.1134
,,,,,,,,,,,,,,4.1136
,,,,,,,,,,,,,,4.1136
,,,,,,,,,,,,,,4.1136
,,,,,,,,,,,,,,4.1134
,,,,,,,,,,,,,,4.1134
,,,,,,,,,,,,,,4.1134
,,,,,,,,,,,,,,4.1134
,,,,,,,,,,,,,,4.1134
,,,,,,,,,,,,,,4.1132
,,,,,,,,,,,,,,4.1132
,,,,,,,,,,,,,,4.1134
,,,,,,,,,,,,,,4.1132
,,,,,,,,,,,,,,4.1132
,,,,,,,,,,,,,,4.1128
,,,,,,,,,,,,,,4.113
,,,,,,,,,,,,,,4.113
,,,,,,,,,,,,,,4.1128
,,,,,,,,,,,,,,4.113
,,,,,,,,,,,,,,4.1128
,,,,,,,,,,,,,,4.113
,,,,,,,,,,,,,,4.113
,,,,,,,,,,,,,,4.113
,,,,,,,,,,,,,,4.113
,,,,,,,,,,,,,,4.1128
,,,,,,,,,,,,,,4.1126
,,,,,,,,,,,,,,4.1128
,,,,,,,,,,,,,,4.1128
,,,,,,,,,,,,,,4.1128
,,,,,,,,,,,,,,4.1126
,,,,,,,,,,,,,,4.1124
,,,,,,,,,,,,,,4.1128
,,,,,,,,,,,,,,4.1126
,,,,,,,,,,,,,,4.113
,,,,,,,,,,,,,,4.113
,,,,,,,,,,,,,,4.1126
,,,,,,,,,,,,,,4.1126
,,,,,,,,,,,,,,4.1126
,,,,,,,,,,,,,,4.1126
,,,,,,,,,,,,,,4.1124
,,,,,,,,,,,,,,4.1122
,,,,,,,,,,,,,,4.1126
,,,,,,,,,,,,,,4.1124
,,,,,,,,,,,,,,4.1124
,,,,,,,,,,,,,,4.1126
,,,,,,,,,,,,,,4.1124
,,,,,,,,,,,,,,4.1122
,,,,,,,,,,,,,,4.1122
,,,,,,,,,,,,,,4.1124
,,,,,,,,,,,,,,4.1126
,,,,,,,,,,,,,,4.1122
,,,,,,,,,,,,,,4.1122
,,,,,,,,,,,,,,4.1124
,,,,,,,,,,,,,,4.1122
,,,,,,,,,,,,,,4.112
,,,,,,,,,,,,,,4.1124
,,,,,,,,,,,,,,4.112
,,,,,,,,,,,,,,4.112
,,,,,,,,,,,,,,4.1118
,,,,,,,,,,,,,,4.1118
